"city","state","lat","lng","population","Business Freedom","Commute","Cost of Living","Economy","Education","Environmental Quality","Healthcare","Housing","Internet Access","Leisure & Culture","Outdoors","Safety","Startups","Taxation","Tolerance","Travel Connectivity","Venture Capital"
"Pleasanton","CA",37.6663,-121.8805,79558,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Plymouth Meeting","PA",40.1097,-75.2803,6744,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Plymouth","MI",42.3718,-83.468,9308,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Plymouth","MN",45.0225,-93.4617,80034,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Plymouth","PA",41.2404,-75.9507,5765,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Pontiac","MI",42.6493,-83.2878,61498,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Portland","ME",43.6773,-70.2715,220807,8.671,1.97025,NA,6.5145,3.6245,7.6755,7.747,NA,3.5465,3.305,4.978,6.3585,3.637,4.062,8.271,1.102,NA
"Portland","OR",45.5371,-122.65,2036875,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Poway","CA",32.9871,-117.0201,49005,8.671,4.40975,5.156,6.5145,5.4575,7.26725,8.76766666666667,2.9335,5.999,8.21,6.396,6.933,8.3505,4.488,8.5395,2.622,8.595
"Princeton","FL",25.5396,-80.3971,36381,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"Princeton","TX",33.1778,-96.5044,16683,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Providence","RI",41.823,-71.4187,1270149,8.671,2.422,NA,6.5145,5.3015,5.9005,8.88533333333333,3.153,8.9345,3.9185,1.084,6.846,3.764,4.204,7.49,3.0185,1
"Rahway","NJ",40.6077,-74.2807,29582,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Raleigh","NC",35.8324,-78.6429,1062018,8.671,4.78425,5.61,6.5145,7.1165,8.58375,8.96666666666667,6.1285,7.9515,6.613,3.3905,6.5225,5.497,4.062,7.562,1.757,5.157
"Redlands","CA",34.0512,-117.1712,72649,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Redmond","WA",47.6763,-122.1169,72166,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Redondo Beach","CA",33.8577,-118.3765,70998,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Redwood City","CA",37.5025,-122.2253,83905,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Reno","TX",33.6659,-95.4768,3425,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Renton","WA",47.4784,-122.1918,105313,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Reston","VA",38.9497,-77.3461,62453,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Rialto","CA",34.1175,-117.3892,103799,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Richardson","TX",32.9716,-96.7093,115904,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Richmond","CA",37.9477,-122.3389,115677,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Richmond","MI",42.8094,-82.7518,5871,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Richmond","TX",29.5824,-95.7563,11768,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Richmond","VA",37.5295,-77.4756,1008069,8.671,5.6485,5.949,6.5145,3.6245,6.62175,8.85533333333333,6.4395,7.6455,6.3385,1.035,3.3765,4.2705,4.204,7.151,1.38,2.097
"Ridgefield Park","NJ",40.8543,-74.0201,13202,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Ridley Park","PA",39.8785,-75.3251,7131,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Roanoke","AL",33.1453,-85.3694,5368,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Roanoke","TX",33.0144,-97.2276,9270,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Rochester","MI",42.6866,-83.1198,13048,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Rochester","NY",43.168,-77.6162,737309,8.671,1.90775,5.488,6.5145,4.495,5.93525,8.58566666666667,6.727,5.551,5.335,4.404,5.899,4.3355,3.9205,5.9015,1.398,1.505
"Rochester","PA",40.7025,-80.2838,3488,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Rochester","WI",42.7338,-88.2489,3765,8.671,4.915,5.526,6.5145,4.177,7.989,8.59433333333333,6.1225,4.346,6.8375,5.064,4.267,4.8305,4.204,4.844,1.5875,2.005
"Rockford","MN",45.092,-93.7453,4575,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Rockville","MD",39.0834,-77.1553,67095,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Rogers","MN",45.1865,-93.5783,13182,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Rolling Meadows","IL",42.0747,-88.0252,24300,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Rome","GA",34.2662,-85.1863,66998,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Roseland","NJ",40.8208,-74.3086,6240,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Roseville","MI",42.5074,-82.9369,47692,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Roseville","MN",45.0155,-93.1545,36119,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Roswell","GA",34.0391,-84.3513,92688,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Round Rock","TX",30.527,-97.6642,117735,8.671,4.3305,5.355,6.5145,5.315,7.03075,8.68666666666667,4.3345,9.049,6.698,3.909,5.069,9.236,4.772,6.7895,1.8515,6.939
"Sacramento","CA",38.5677,-121.4685,1924167,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Salt Lake City","UT",40.7776,-111.9311,1135344,8.671,4.574,6.172,6.5145,4.2805,6.21575,8.81866666666667,6.141,6.8105,5.932,6.641,5.657,6.3,4.204,8.6225,2.737,7.09
"Sammamish","WA",47.6017,-122.0416,66532,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"San Antonio","TX",29.4632,-98.5238,1910785,8.671,4.96475,6.683,6.5145,4.152,6.2015,8.63333333333333,6.402,8.0745,6.6955,3.4185,4.2165,5.356,4.772,6.254,1.6815,3.53
"San Bruno","CA",37.6256,-122.4313,43775,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Carlos","AZ",33.35,-110.4654,4461,8.671,4.8285,6.208,6.5145,4.591,4.62525,8.56733333333333,6.533,6.178,6.81,6.7355,2.583,6.5085,4.488,5.565,3.3025,4.558
"San Carlos","CA",37.4982,-122.2677,30754,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Diego","CA",32.8313,-117.1222,3084174,8.671,4.40975,5.156,6.5145,5.4575,7.26725,8.76766666666667,2.9335,5.999,8.21,6.396,6.933,8.3505,4.488,8.5395,2.622,8.595
"San Dimas","CA",34.1082,-117.809,34775,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"San Fernando","CA",34.2886,-118.4362,24086,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"San Francisco","CA",37.7558,-122.4449,3290197,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Jose","CA",37.3012,-121.848,1729879,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Juan Bautista","CA",36.845,-121.5371,1896,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Leandro","CA",37.7074,-122.1599,91176,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Luis Obispo","CA",35.2669,-120.669,47257,8.671,1.39225,NA,6.5145,3.6245,7.392,8.29566666666667,1.7245,7.9355,2.7765,1.5075,8.058,3.828,4.488,9.666,1.134,3.077
"San Mateo","CA",37.5522,-122.3121,105087,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Rafael","CA",37.9905,-122.5221,61158,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"San Ramon","CA",37.7624,-121.9365,85688,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Sandy","OR",45.3988,-122.2697,12383,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Sandy","UT",40.5709,-111.8506,96272,8.671,4.574,6.172,6.5145,4.2805,6.21575,8.81866666666667,6.141,6.8105,5.932,6.641,5.657,6.3,4.204,8.6225,2.737,7.09
"Santa Clara","CA",37.3646,-121.968,127922,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Santa Clarita","CA",34.4175,-118.4964,275230,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Santa Cruz","CA",36.9789,-122.0346,165933,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Santa Monica","CA",34.0235,-118.481,92828,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Santa Rosa","CA",38.4458,-122.7067,314196,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Sarasota","FL",27.3387,-82.5432,727388,8.671,1.40075,5.253,6.5145,4.2805,7.37875,8.78166666666667,5.696,7.195,6.434,5.497,4.7065,6.347,4.772,5.36,2.9055,3.778
"Schaumburg","IL",42.0308,-88.0838,78053,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Scottsdale","AZ",33.6872,-111.8651,238685,8.671,4.8285,6.208,6.5145,4.591,4.62525,8.56733333333333,6.533,6.178,6.81,6.7355,2.583,6.5085,4.488,5.565,3.3025,4.558
"Seabrook","MD",38.9802,-76.8502,19558,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Seabrook","TX",29.5751,-95.0235,13487,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Seal Beach","CA",33.7542,-118.0714,25216,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Seattle","WA",47.6211,-122.3244,3438221,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Secaucus","NJ",40.781,-74.0659,21439,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Silver Spring","MD",39.0028,-77.0207,82472,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Snoqualmie","WA",47.5293,-121.8412,13718,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Somerville","MA",42.3908,-71.1014,80608,8.671,4.39625,4.259,6.5145,8.6245,8.1705,8.956,1,5.7005,8.564,5.66,7.742,9.565,4.062,8.4815,3.215,10
"South Jordan","UT",40.557,-111.9784,75617,8.671,4.574,6.172,6.5145,4.2805,6.21575,8.81866666666667,6.141,6.8105,5.932,6.641,5.657,6.3,4.204,8.6225,2.737,7.09
"South San Francisco","CA",37.6538,-122.4196,66331,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Southlake","TX",32.9545,-97.1503,30754,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Spring","TX",30.0613,-95.383,62569,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Springfield","GA",32.3636,-81.303,2891,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Springfield","NJ",40.706,-74.313,1479,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Springfield","OH",39.93,-83.7959,85121,8.671,4.7435,6.108,6.5145,4.2805,7.1095,8.638,6.6775,6.512,6.118,3.6075,4.975,6.0995,3.9205,5.299,1.9265,2.709
"Springfield","OR",44.0538,-122.9811,62138,8.671,5.627,5.021,6.5145,4.1735,8.231,8.82666666666667,6.713,4.756,2.956,3.533,6.1715,3.0865,3.9205,8.9695,1.192,1.964
"Springfield","VA",38.781,-77.1839,31769,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"St. Louis","MO",38.6359,-90.2451,2092481,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"St. Petersburg","FL",27.7931,-82.6652,258245,8.671,1.40075,5.253,6.5145,4.2805,7.37875,8.78166666666667,5.696,7.195,6.434,5.497,4.7065,6.347,4.772,5.36,2.9055,3.778
"Stamford","CT",41.1039,-73.5585,134820,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Sterling","VA",39.0052,-77.405,31202,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Steubenville","OH",40.3653,-80.6519,18122,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Stratford","NJ",39.829,-75.0156,6967,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Sugar Land","TX",29.5935,-95.6358,110272,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Suitland","MD",38.8492,-76.9225,26375,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Summit","IL",41.7877,-87.8146,11098,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Summit","NJ",40.7154,-74.3647,22598,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Summit","WA",47.1694,-122.3628,8897,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Sumner","WA",47.2189,-122.2338,10545,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Sunnyvale","CA",37.3836,-122.0255,155550,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Sunnyvale","TX",32.7974,-96.5577,7647,8.671,4.4705,6.091,6.5145,4.284,6.693,8.43933333333333,5.259,6.461,7.1685,4.502,4.339,7.9395,4.772,5.294,4.7465,4.916
"Sunrise","FL",26.1547,-80.2997,96220,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"Suwanee","GA",34.0508,-84.0686,20629,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Tacoma","WA",47.2431,-122.4531,217332,8.671,4.52375,3.79,6.5145,5.7145,7.56025,8.72433333333333,2.291,4.9405,8.1155,7.2095,5.6365,8.367,4.772,8.0895,2.8845,7.551
"Tampa","FL",27.9945,-82.4447,2683956,8.671,1.40075,5.253,6.5145,4.2805,7.37875,8.78166666666667,5.696,7.195,6.434,5.497,4.7065,6.347,4.772,5.36,2.9055,3.778
"Temecula","CA",33.4928,-117.1315,109376,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Tempe","AZ",33.3881,-111.9319,178862,8.671,4.8285,6.208,6.5145,4.591,4.62525,8.56733333333333,6.533,6.178,6.81,6.7355,2.583,6.5085,4.488,5.565,3.3025,4.558
"Temple","GA",33.7342,-85.0289,5093,8.671,3.89775,5.241,6.5145,6.457,5.81775,8.534,4.9755,6.4805,7.7655,5.0095,2.6725,8.835,4.204,4.062,5.2915,7.257
"Texas City","TX",29.4154,-94.9682,122017,8.671,4.03075,6.162,6.5145,4.928,5.3045,8.611,5.2245,6.2485,7.144,5.386,3.129,7.9345,4.772,5.34,4.3385,4.474
"Thornton","CA",38.2309,-121.4249,889,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Thornton","CO",39.9197,-104.9438,140538,8.671,4.53,5.102,6.5145,3.6245,7.11675,8.61566666666667,3.8375,5.4185,6.2235,7.933,5.371,7.8645,4.346,7.8605,4.243,6.117
"Thornton","IL",41.5711,-87.6187,2299,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Thousand Oaks","CA",34.1914,-118.8756,211045,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Toronto","OH",40.4581,-80.6095,5395,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Torrance","CA",33.8346,-118.3416,147156,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Tracy","CA",37.7269,-121.4523,98022,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Trenton","IL",38.6083,-89.6852,2684,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Trenton","MI",42.1394,-83.1929,18489,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Trenton","NJ",40.2237,-74.7641,316436,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Troy","IL",38.7268,-89.8977,10858,8.671,4.832625,5.135,6.5145,6.63525,7.089375,8.71616666666667,5.33,7.75425,7.91775,5.122,3.85625,7.4685,4.062,5.255,4.0195,6.1265
"Troy","MI",42.5817,-83.1457,86912,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Troy","MO",38.9708,-90.9714,12463,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Troy","OH",40.0437,-84.2186,26093,8.671,4.42125,5.595,6.5145,4.6185,7.2505,8.899,7.156,5.4765,5.6965,4.669,3.637,4.961,3.9205,4.7755,2.0775,3.646
"Tualatin","OR",45.3772,-122.7748,27821,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Tustin","CA",33.7311,-117.8107,79895,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Urbandale","IA",41.639,-93.7812,45037,8.671,2.07225,6.327,6.5145,3.6245,8.68225,8.84133333333333,6.851,5.698,6.0665,3.2995,6.984,2.912,4.346,8.4765,1.379,1.818
"Vacaville","CA",38.3587,-121.9673,102256,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Vancouver","WA",45.6366,-122.5967,188331,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Venice","FL",27.1184,-82.4137,24876,8.671,1.40075,5.253,6.5145,4.2805,7.37875,8.78166666666667,5.696,7.195,6.434,5.497,4.7065,6.347,4.772,5.36,2.9055,3.778
"Venice","IL",38.6719,-90.169,1926,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Verona","PA",40.505,-79.8419,2731,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Verona","WI",42.9892,-89.5383,13798,8.671,5.47375,6.173,6.5145,5.386,9.524,9.02366666666667,5.8295,4.9925,4.422,4.376,7.362,4.017,4.204,7.9005,1.2295,2.913
"Vienna","VA",38.8996,-77.2597,16465,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Walnut Creek","CA",37.9024,-122.0399,69876,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Waltham","MA",42.3889,-71.2423,64655,8.671,4.39625,4.259,6.5145,8.6245,8.1705,8.956,1,5.7005,8.564,5.66,7.742,9.565,4.062,8.4815,3.215,10
"Warren","MI",42.4934,-83.027,138996,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
